incident code,customer company group,customer company,create date-time,resolution date-time,incident status,incident descriptio,support group,tower group,domain group,priority,resolution description,assigned organization,inc.category,last modified date,inc type,inc element,aging,localizacion cliente,departamento cliente
INC000001472384,IBERIA,IBERIA,05/01/2021 14:18,08/01/2021 17:51,Closed,Fallo Peoplesoft:No vuelca fichajes a PS,PeopleSoft Apps Support,Application Tower,RRHH,Baja,4-Baja,As per our system both users are still under ERTE suspension so signings won't get recorded.Also in few days the ERTE for January will be load. After that only signings could be recovered once ERTE suspension is revoked for users.,Mantenimiento Corporativa y RRHH,INCIDENT,12/01/2021,DATA ISSUE,,3,SIN IDENTIFICAR (MADRID BARAJAS),MNG OPERACIÓN HUB ESPAÑA (AGDH11)
INC000001472385,IBERIA,IBERIA,05/01/2021 14:24,14/01/2021 07:28,Closed,Problemas de conectividad:,PeopleSoft Administration,Application Tower,RRHH,Baja,4-Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,18/01/2021,COMMUNICATIONS FAILURE,,9,SIN IDENTIFICAR,
INC000001472386,IBERIA,IBERIA,05/01/2021 14:27,05/01/2021 14:27,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,MNG. GEST. NÓMINAS (3YRN00)
INC000001472387,IBERIA,IBERIA,05/01/2021 14:20,05/01/2021 15:17,Closed,Fallo Peoplesoft:No vuelca fichajes a PS,PeopleSoft Apps Support,Application Tower,RRHH,Baja,4-Baja,Duplicate ticket of INC000001472384 and is for same users same issue.,Mantenimiento Corporativa y RRHH,INCIDENT,09/01/2021,DATA ISSUE,,0,SIN IDENTIFICAR (MADRID BARAJAS),MNG OPERACIÓN HUB ESPAÑA (AGDH11)
INC000001472388,IBERIA,IBERIA,05/01/2021 14:28,05/01/2021 14:28,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD RESET,0,HANGAR 5,TMA MECANICA. PROD CAD3 H (AMIRD0AA)
INC000001472389,IAG CARGO,IAG CARGO,05/01/2021 14:29,05/01/2021 14:29,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (ANT.ZONA INDUSTRIAL),
INC000001472390,IBERIA,IBERIA,05/01/2021 14:40,14/01/2021 10:36,Closed,JUEVES 9:30- Fallo Software: LEXNET,IAG EUC Support,EUC,EUC,Media,3-Medio,(EUC) Se instala aplicación Lexnet Escritorio y funciona correctamente desconectando el VPN.,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,18/01/2021,SOFTWARE FAILURE,,9,NEO-MARTINEZ VILLERGAS 49,MNG. ASESORÍA JURÍDICO LA (3HJ000)
INC000001472392,IBERIA,IBERIA,05/01/2021 16:06,08/01/2021 13:38,Closed,[FCM001] Incidencia INC000001469795 asignada al grupo de soporte 'Flight OPS IB',Flight OPS IB,Application Tower,FLIGHT OPERATIONS,Baja,4-Baja,ACCIONES: debe tratarse como una mejora en el interfaz Informatica. PRUEBAS: no aplica. IMPACTO: sin impacto.,Mantenimiento Operaciones,INCIDENT,12/01/2021,SOFTWARE FAILURE,,3,SIN IDENTIFICAR,
INC000001472393,IBERIA,IBERIA,05/01/2021 14:40,11/01/2021 09:21,Closed,I1_SOC-324: I1-Execution-T1204.002-SuspiciousFileExecution-SPL001,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,3-Medio,"As I am part of e-security I have proper access to run the mentioned file, and this is done as part ground labs integration.",Unidad de Operaciones Ordenadores,INCIDENT,15/01/2021,SECURITY ISSUE,,6,SIN IDENTIFICAR,
INC000001472395,IBERIA,IBERIA,05/01/2021 14:42,05/01/2021 14:42,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD RESET,0,EN EL AVIÓN - A340,FLOTA A340 Pilotos (AVVIL0A1)
INC000001472396,OTHERS,AVIOS,05/01/2021 15:47,26/01/2021 12:59,,[GLE001]SAP CFS - TESORERIA Y PAGOS module:,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,4-Baja,,Mantenimiento Financiero,INCIDENT,26/01/2021,SOFTWARE FAILURE,,21,Madrid,
INC000001472401,IBERIA,IBERIA,05/01/2021 15:48,,Pending,Incidencia relacionada con pagos en la web,AM_MTO_IBIS,Application Tower,Ib.com,Media,3-Medio,,MANTENIMIENTO IB.COM,INCIDENT,28/01/2021,ACCESS FAILURE,,27,NEO-MARTINEZ VILLERGAS 49,MNG DE PRODUCTO Y OPERACI (ALTR00)
INC000001472404,IBERIA,IBERIA,05/01/2021 15:18,11/01/2021 09:45,Closed,[FCM001] - (Pdte CRQ) Carga del SSIM de Cargo en automático,Flight OPS IB,Application Tower,FLIGHT OPERATIONS,Baja,4-Baja,Análisis de impacto: No aplica Acciones realizadas: Se instala el parche suministrado por el proveedor. Pruebas realizadas: Los items funcionan.,Mantenimiento Operaciones,INCIDENT,15/01/2021,SOFTWARE FAILURE,APPLICATION ERROR,6,SIN IDENTIFICAR,
INC000001472408,IBERIA,IBERIA,05/01/2021 15:59,05/01/2021 15:59,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),MAN DISTRIBUCIÓN FUTURA N (AC1005NZ)
INC000001472409,IBERIA,IBERIA,05/01/2021 15:53,05/01/2021 15:53,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD RESET,0,BCN AEROPUERTO,TMA MECANICA (AMNLB0AC)
INC000001472410,IBERIA,IBERIA,05/01/2021 15:50,05/01/2021 15:50,Closed,Solicita desbloqueo usuario LDAP.,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se comprueba acceso tras desbloqueo.,Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD UNLOCK,0,TALLER MOTORES,MONTAJE (AMITM0EA)
INC000001472412,IBERIA,IBERIA,05/01/2021 16:32,05/01/2021 16:48,Closed,Solicita desbloqueo de usuario SAP.,SSCCLMZ,Service Ops Tower,Service Ops Tower,Baja,4-Baja,"[L2] Reseteamos contraseña, verificamos acceso",Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD RESET,0,EDIFICIO T.M.A. - ALMACENES,MNG CONTROL DE MANTENIMIE (AMIRCM)
INC000001472413,IBERIA,IBERIA,05/01/2021 15:57,,Assigned,LINUX_sun - In ibclogec8.ib - kibana process is down. Triage and callout gar_front_ibis_wcs.(Callout,gar_front_ibis_wcs,Delivery,Delivery,Media,3-Medio,,MANTENIMIENTO IB.COM,INCIDENT,05/01/2021,PERFORMANCE ISSUE,,27,SIN IDENTIFICAR,
INC000001472414,IBERIA,IBERIA,05/01/2021 16:02,05/01/2021 16:02,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD RESET,0,BCN AEROPUERTO,TMA MECANICA (AMNLB0AC)
INC000001472415,IBERIA,IBERIA,05/01/2021 16:22,05/01/2021 16:22,Closed,Problema con multifunción problemas con impresora,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,incidencia resuelta durante la llamada.,Unidad Control del Servicio,INCIDENT,09/01/2021,PRINTING FAILURE,,0,AGP AEROPUERTO,TMA MECANICA MALAGA (AMNLR0LB)
INC000001472417,IBERIA,IBERIA,05/01/2021 16:06,05/01/2021 16:34,Closed,NECESITAMOS CAMBIAR LA PUERTA DE EMBARQUE A LA PUERTA K96,CKI,Application Tower,PSS,Media,3-Medio,[CKI] Se vuelca la puerta de embarque a CKI.,Mantenimiento Pasaje,INCIDENT,09/01/2021,SOFTWARE FAILURE,APPLICATION ERROR,0,SIN IDENTIFICAR (Madrid),
INC000001472418,IBERIA,IBERIA,05/01/2021 16:17,26/01/2021 11:32,Closed,26/01/2021 12h Fallo Hardware BATERIA en Portatil REQ000001249585,IAG EUC Support,EUC,EUC,Baja,4-Baja,user not available,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,30/01/2021,DEFAULT,,21,NEO-MARTINEZ VILLERGAS 49,FBP ANÁLISIS FINANCIERO (1FI0AF)
INC000001472419,IBERIA,IBERIA,05/01/2021 16:37,05/01/2021 16:37,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TALLER MOTORES,J. BANCOPRUEBAS (AMITM0G0)
INC000001472420,IBERIA,IBERIA,05/01/2021 16:12,05/01/2021 16:12,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (MADRID BARAJAS),PROD.T123_UAR_SUPER.S. (AHMTR03S)
INC000001472423,IBERIA,IBERIA,05/01/2021 16:25,05/01/2021 16:25,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TERMINAL T4,ASIST.PAX T4_TRA_AG. (AHMDST4A)
INC000001472424,IBERIA,IBERIA,05/01/2021 17:00,05/01/2021 17:00,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,D. MARCA Y MARKETING (ACFM00)
INC000001472425,IBERIA,IBERIA,05/01/2021 16:44,07/01/2021 11:08,Closed,[AMO001]Incidencia AMOS IBERIA. Corregir Bookings APU P/N 3800708-1 S/N P-2814,Flight OPS IB,Application Tower,FLIGHT OPERATIONS,Baja,4-Baja,Análisis de impacto: No aplica Acciones realizadas: Se modifican los bookings Pruebas realizadas: La pantalla sale correctamente.,Mantenimiento Operaciones,INCIDENT,11/01/2021,SOFTWARE FAILURE,,2,NEO-MARTINEZ VILLERGAS 49,MNG. INGENIERIA MOTORES (APXA02)
INC000001472426,IBERIA,IBERIA,05/01/2021 16:35,05/01/2021 16:35,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TERMINAL T4,ASIST.PAX T4_TRA_AG. (AHMDST4A)
INC000001472428,IBERIA,IBERIA,05/01/2021 17:25,07/01/2021 13:46,Closed,GTR004 - (Pdte. Cliente) NEMO SUSPENSION POR GESTACION SARA PUJOL BRECEÑO 372024,Flight OPS IB,Application Tower,FLIGHT OPERATIONS,Media,3-Medio,"Análisis de impacto: Usuario indica que ya esta solucionado No aplica Acciones realizadas: Una vez arreglado el vitrión por parte de PS, ya funciona todo. Pruebas realizadas: Se ha cargado la baja indicada",Mantenimiento Operaciones,INCIDENT,11/01/2021,SOFTWARE FAILURE,,2,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA CM SOBRE (ABRW0001)
INC000001472429,IBERIA,IBERIA,05/01/2021 17:15,05/01/2021 17:15,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD RESET,0,MAH AEROPUERTO,PRODUCCIÓN PASAJEROS (AHAKHS0S)
INC000001472430,IBERIA,IBERIA,05/01/2021 16:47,05/01/2021 16:47,Closed,Información petición,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.,Unidad Control del Servicio,INCIDENT,09/01/2021,PERFORMANCE ISSUE,,0,HANGAR 6,TMA MECANICA. PROD CAD1 H (AMIRD0FA)
INC000001472431,IBERIA EXPRESS,IBERIA EXPRESS,05/01/2021 17:37,05/01/2021 17:37,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD RESET,0,MADRID / ALCAÑIZ,
INC000001472432,IBERIA,IBERIA,05/01/2021 16:58,05/01/2021 19:05,Closed,Network error in the cluster. Warn ONCALL WINDOWS ES The network interface can not communicate with,WINDOWS ES,Server Tower,Server Tower,Media,3-Medio,closing the case as the alert got closed,Unidad de Operaciones Ordenadores,INCIDENT,09/01/2021,PERFORMANCE ISSUE,,0,SIN IDENTIFICAR,
INC000001472433,IBERIA,IBERIA,05/01/2021 17:23,07/01/2021 10:41,Closed,Problemas de conectividad: incidencia a equipo BT - Purecloud,Contact Centre,Network Tower,Network Tower,Media,3-Medio,RFO: Call issue. After configure calls in Purecloud it works.,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,11/01/2021,COMMUNICATIONS FAILURE,,2,SIN IDENTIFICAR,
INC000001472434,IBERIA,IBERIA,05/01/2021 17:02,12/01/2021 12:31,Closed,Control-M Server: Shout by orderno: 0005bj67 Ha Fallado un job en zlc Mail message from CONTROL-M: H,USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,"Issue: Fallo por falta de datos Impact: Medio Root Causes: Fallo por fichero no existente. Steps taken: Se revisa y genera el fichero vacio para el proceso R15O751, de manera que otros procesos siguientes sigan su flujo habitual.",Mantenimiento COBOL,INCIDENT,16/01/2021,SOFTWARE FAILURE,APPLICATION ERROR,7,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001472436,IBERIA,IBERIA,05/01/2021 17:01,05/01/2021 17:01,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,"Se le reinicia al usuario la contraseña siguiendo el proceso de seguridad, mediante retrollamada.",Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,D. MARCA Y MARKETING (ACFM00)
INC000001472438,IBERIA,IBERIA,05/01/2021 17:09,15/01/2021 08:36,Closed,"LINUX_ibm - El job: D10ONOD2 con OrderID: 5ccrb del DataCenter: CTM_SERVER en la maquina: zlc, Aplic",USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,Issue: Fallo D10ONOD2 Impact: Bajo Root Cause: Tabla interna desbordada Steps Taken: Se aumenta el tamaño y se relanza el proceso terminando ok,Mantenimiento COBOL,INCIDENT,19/01/2021,PROCESS FAILURE,,10,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001472439,IBERIA,IBERIA,05/01/2021 17:13,08/01/2021 12:52,Closed,error al pasar pnr de resiber a amadeus,RSV,Application Tower,PSS,Media,3-Medio,"Observamos que el PNR de Amadeus ya ha sido creado con el PNRCopy NYC4D/RP/MUC1A/P8H6UR/HDQIB0170/7840085/MAD/IB/A/ES//SU/HDQ170 1.SAURINA/LORENA 2. IB6012 A 13JAN MVDMAD HK1 1350 0545+1*ET* .B1. 3. IB3230 A 14JAN MADFCO HK1 0840 1110 *ET* .B1. 4.CT/P 393400524222-M 5.SSR CTCE IB HK/ LORESAUR//HOTMAIL.COM/IT/P1 Procedemos, por tanto, al cierre de la incidencia",Mantenimiento Pasaje,INCIDENT,12/01/2021,SOFTWARE FAILURE,APPLICATION ERROR,3,SIN IDENTIFICAR (Madrid),
INC000001472440,IBERIA,IBERIA,05/01/2021 17:14,12/01/2021 12:33,Closed,Control-M Server: Shout by orderno: 0005bj68 Ha Fallado un job en zlc Mail message from CONTROL-M: H,USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,"Issue: Fallo falta datos Impact: Medio Root Causes: Fallo por fichero no existente. Steps taken: Se revisa y genera el fichero vacio para el proceso R15O751, de manera que otros procesos siguientes sigan su flujo habitual.",Mantenimiento COBOL,INCIDENT,16/01/2021,SOFTWARE FAILURE,APPLICATION ERROR,7,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001472441,IBERIA,IBERIA,05/01/2021 17:34,05/01/2021 17:34,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,D. MARCA Y MARKETING (ACFM00)
INC000001472442,IBERIA,IBERIA,05/01/2021 17:41,05/01/2021 17:41,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,D. MARCA Y MARKETING (ACFM00)
INC000001472443,IBERIA,IBERIA,05/01/2021 17:36,06/01/2021 11:23,Closed,[ECO002] SITA AMS // KEPLERÑ Desaparición KEPLER de todos los teléfonos móviles en BILBAO.,IAG EUC Remote Support,EUC,EUC,Media,3-Medio,"We have cross checked in the Airwatch console (MDM console) , Telefonica has been installed the AMS application. As per user confirmation in the mail as the application is working fine now, we are proceeding with ticket closure from our end. copied the reference mail in the below From: MDM Sent: 06 January 2021 11:17 To: Antonio Aradillas Chavero <aaradillas@iaggbs.com> Cc: asesorpersonal@telefonica.es; cds.uemservicios@telefonica.com; TCS.Marcos Ramirez, Antonio <TCS.amarcos@iberia.es>; TCS.Hernández Bro, Raúl <TCS.rhernande@iberia.es>; TCS.Chinna Kalai, Kannan <TCS.kchinna@iberia.es>; Arturo Ventura Martín <TCS.aventura@iberia.es>; Juan Carlos Moreno Arnaz <juancarlos.moreno@iaggbs.com>; TCS.Krishnaswamy, Balaji <TCS.krishanaswam@iberia.es>; MDM <MDM_Support@iberia.es>; Gestion Puesto De Trabajo <GestionPuestoDeTrabajo@iberia.es>; Castillo Moreno, Jesús <jcastillo@iberia.es>; Jesus Vilela Jato <jesus.vilela@iaggbs.com>; Prados Romero, Carolina <cpradosr@iberia.es> Subject: RE: Datos para INC iberia Hola Antonio, Hemos verificado en la consola Airwatch (consola MDM), Telefónica ha instalado la aplicación AMS. Según su confirmación en el último correo, ya que la aplicación está funcionando bien ahora, estamos procediendo con el cierre del ticket desde nuestro final. ¡Gracias! Regards, Ayyappan A| EUC Remote Desktop Support, IBERIA Tata Consultancy Services Ltd. EB2-Siruseri, SIPCOT IT Park Chennai, India From: Antonio Aradillas Chavero [mailto:aaradillas@iaggbs.com] Sent: 06 January 2021 07:24 To: TCS.Krishnaswamy, Balaji <TCS.krishanaswam@iberia.es>; MDM <MDM_Support@iberia.es>; Gestion Puesto De Trabajo <GestionPuestoDeTrabajo@iberia.es>; Castillo Moreno, Jesús <jcastillo@iberia.es>; Jesus Vilela Jato <jesus.vilela@iaggbs.com>; Prados Romero, Carolina <cpradosr@iberia.es> Cc: asesorpersonal@telefonica.es; cds.uemservicios@telefonica.com; TCS.Ashokan, Ayyappan <TCS.aashokan@iberia.es>; TCS.Marcos Ramirez, Antonio <TCS.amarcos@iberia.es>; TCS.Hernández Bro, Raúl <TCS.rhernande@iberia.es>; TCS.Chinna Kalai, Kannan <TCS.kchinna@iberia.es>; Arturo Ventura Martín <TCS.aventura@iberia.es>; Juan Carlos Moreno Arnaz <juancarlos.moreno@iaggbs.com> Subject: RE: Datos para INC iberia Buenos días A las 0600 horas se han restablecido las aplicaciones en los móviles. Un saludo. Antonio Aradillas Chavero | Airports Business Analyst +34 626 27 19 74 Iberia Zona Industrial nº 2. Camino de la Muñoza s/n. Edificio 236B (Mandos). 28042 Madrid, Spain From: Antonio Aradillas Chavero Sent: 06 January 2021 00:31 To: TCS.Krishnaswamy, Balaji <TCS.krishanaswam@iberia.es>; MDM <MDM_Support@iberia.es>; Gestion Puesto De Trabajo <GestionPuestoDeTrabajo@iberia.es>; Castillo Moreno, Jesús <jcastillo@iberia.es>; Jesus Vilela Jato <jesus.vilela@iaggbs.com>; Prados Romero,Carolina (Iberia) <cpradosr@iberia.es> Cc: asesorpersonal@telefonica.es; cds.uemservicios@telefonica.com; TCS.Ashokan,Ayyapan (Iberia) <TCS.aashokan@iberia.es>; TCS.Marcos Ramirez,Antonio (Iberia) <TCS.amarcos@iberia.es>; TCS.Hernandez Bro,Raul (Iberia) <TCS.rhernande@iberia.es>; TCS.Chinna Kalai,Kannan (Iberia) <TCS.kchinna@iberia.es>; Arturo Ventura Martin (Iberia) <TCS.aventura@iberia.es>; Juan Carlos Moreno Arnaz <juancarlos.moreno@iaggbs.com> Subject: RE: Datos para INC iberia Buenas noches Nadie ha recibido respuesta verdad???. Un saludo. Antonio Aradillas Chavero | Airports Business Analyst +34 626 27 19 74 Iberia Zona Industrial nº 2. Camino de la Muñoza s/n. Edificio 236B (Mandos). 28042 Madrid, Spain From: TCS.Krishnaswamy, Balaji <TCS.krishanaswam@iberia.es> Sent: 05 January 2021 19:43 To: MDM <MDM_Support@iberia.es>; Gestion Puesto De Trabajo <GestionPuestoDeTrabajo@iberia.es> Cc: asesorpersonal@telefonica.es; cds.uemservicios@telefonica.com; TCS.Ashokan,Ayyapan (Iberia) <TCS.aashokan@iberia.es>; TCS.Marcos Ramirez,Antonio (Iberia) <TCS.amarcos@iberia.es>; TCS.Hernandez Bro,Raul (Iberia) <TCS.rhernande@iberia.es>; TCS.",Unidad de Instalaciones y Telecomunicaciones,INCIDENT,10/01/2021,SOFTWARE FAILURE,,1,BIO AEROPUERTO,COORDINACION Y CONTROL BI (AHAIS00C)
INC000001472445,IBERIA,IBERIA,05/01/2021 17:29,15/01/2021 08:37,Closed,Control-M Server: Shout by orderno: 0005cfip Z31O05 Mail message from CONTROL-M: Ha fallado el job Z,USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,Issue: Fallo Z31O05 Impact: Bajo Root Cause: Falta información por cargar en la bbdd Steps Taken: Se ejecutan los procesos pendientes y se relanza el proceso terminando ok,Mantenimiento COBOL,INCIDENT,19/01/2021,PROCESS FAILURE,,10,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001472447,IBERIA EXPRESS,IBERIA EXPRESS,05/01/2021 17:38,05/01/2021 17:38,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,"Se le reinicia al usuario la contraseña siguiendo el proceso de seguridad, mediante retrollamada.",Unidad Control del Servicio,INCIDENT,09/01/2021,ACCESS FAILURE,PASSWORD RESET,0,MADRID / ALCAÑIZ,
